"","ID","Severity","Start_Time","End_Time","Start_Lat","Start_Lng","End_Lat","End_Lng","Distance.mi.","Description","Number","Street","Side","City","County","State","Zipcode","Country","Timezone","Airport_Code","Weather_Timestamp","Temperature.F.","Wind_Chill.F.","Humidity...","Pressure.in.","Visibility.mi.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Bump","Crossing","Give_Way","Junction","No_Exit","Railway","Roundabout","Station","Stop","Traffic_Calming","Traffic_Signal","Turning_Loop","Sunrise_Sunset","Civil_Twilight","Nautical_Twilight","Astronomical_Twilight"
"1689880","A-1689880",2,"2021-02-15 13:42:45","2021-02-15 15:02:21",43.076566,-76.214529,43.073256,-76.209689,0.335,"Crash on I-690 eastbound just past Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) 1 Left lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-02-15 13:46:00",26,26,78,29.73,7,"SE",3,0.01,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1690444","A-1690444",2,"2021-02-16 08:58:35","2021-02-16 11:07:51",43.062199,-76.157614,43.062503,-76.158,0.029,"Crash on I-81 northbound before Exit 22 - NY 298; Court Street (Syracuse) 2 Right lanes of 3 lanes closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13208","US","US/Eastern","KSYR","2021-02-16 08:54:00",32,26,88,29.06,10,"E",7,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1690670","A-1690670",2,"2021-02-10 14:27:00","2021-02-10 17:25:30",43.053056,-76.151086,43.045428,-76.142574,0.68,"Slow traffic on I-81 S from Clinton St/Salina St/Exit 19 (I-81) to Harrison St/Exit 18 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-10 14:54:00",26,16,47,29.86,10,"W",12,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1691725","A-1691725",2,"2021-02-02 17:55:56","2021-02-02 19:35:33",43.053048,-76.151078,43.050618,-76.144528,0.371,"Incident on I-81 SB near I-690 Road closed. Take alternate route.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-02 17:54:00",25,13,81,29.16,2,"NNW",14,0,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Day","Day"
"1695149","A-1695149",2,"2021-02-03 13:25:00","2021-02-03 17:15:00",43.06337,-76.159046,43.05516,-76.152946,0.645,"Slow traffic on I-81 S from Court St (I-81) to Clinton St/Salina St/Exit 19 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-02-03 13:54:00",28,18,69,29.21,10,"WNW",12,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1697982","A-1697982",2,"2021-02-03 14:45:53","2021-02-03 18:32:42",43.056353,-76.153568,43.053053,-76.151078,0.26,"Crash on I-81 southbound at Exit 20 - Franklin Street; West Street (Syracuse) 1 Right lane of 2 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-03 14:54:00",28,18,66,29.23,10,"NW",12,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1698791","A-1698791",2,"2021-01-27 11:08:10","2021-01-27 13:51:53",43.058391,-76.08589,43.058141,-76.08412,0.091,"Crash on 936C; I-690 EB Service Road Thompson-Bridge at Exit 16S (Syracuse) 1 Left lane of 2 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2021-01-27 10:54:00",28,21,75,29.69,9,"W",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1705351","A-1705351",2,"2021-02-17 08:11:12","2021-02-17 10:11:16",43.07656,-76.214541,43.063446,-76.19321,1.407,"Crash on I-690 eastbound just past Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) 1 Right lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2021-02-17 07:54:00",9,-1,80,29.93,10,"WSW",6,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1707782","A-1707782",2,"2021-02-15 07:05:27.000000000","2021-02-15 10:29:22.000000000",43.055975,-76.169379,43.055996,-76.170421,0.053,"Crash on I-690 westbound just past Exit 10 - Geddes Street (Syracuse) 1 Right lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2021-02-15 06:54:00",22,22,82,29.79,10,"CALM",0,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1711647","A-1711647",4,"2021-02-22 10:35:52","2021-02-22 12:00:38",43.051593,-76.145438,43.05165,-76.146142,0.036,"Crash on I-690 westbound at I-81 Northbound (Syracuse) All lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-22 10:38:00",30,21,79,29.36,0.75,"S",10,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"1711648","A-1711648",2,"2021-01-28 00:04:23","2021-01-28 01:24:51",43.051761,-76.141058,43.051801,-76.147188,0.31,"Crash on I-690 westbound just past I-81 Northbound (Syracuse) 1 Right lane of 3 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-01-28 00:07:00",24,12,77,29.72,3,"W",14,0,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1714217","A-1714217",2,"2021-01-26 19:16:00","2021-01-27 00:04:00",43.056482,-76.109794,43.051602,-76.136074,1.369,"Stationary traffic on I-690 W from Midler Ave/Exit 15 (I-690) to I-81 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2021-01-26 19:34:00",26,16,84,29.32,2,"E",12,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1714632","A-1714632",2,"2021-02-10 15:57:53","2021-02-10 18:05:21",43.054078,-76.15434,43.051288,-76.14888,0.336,"Crash on I-690 eastbound before I-81 Southbound (Syracuse) 1 Left lane of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-02-10 15:54:00",24,16,48,29.84,10,"W",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1718393","A-1718393",2,"2021-02-07 02:40:35","2021-02-07 04:00:08",43.051782,-76.147195,43.052732,-76.149955,0.154,"Crash on I-690 westbound at I-81 Southbound (Syracuse) 1 Left lane of 2 lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-07 02:54:00",10,-2,67,29.57,10,"E",8,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1720127","A-1720127",2,"2021-02-23 09:51:00.000000000","2021-02-23 11:08:00.000000000",43.051113,-76.145567,43.044384,-76.142567,0.489,"Slow traffic on I-81 S from Clinton St/Salina St/Exit 19 (I-81) to Harrison St/Exit 18 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2021-02-23 09:54:00",33,25,85,29.1,0.75,"SSW",9,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"1723954","A-1723954",2,"2021-01-01 15:01:01","2021-01-01 17:36:28",43.059035,-76.088315,43.058405,-76.085885,0.13,"Crash on I-690 eastbound before Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) 2 Left lanes of 3 lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13224","US","US/Eastern","KSYR","2021-01-01 14:54:00",34,25,56,29.84,10,"E",13,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1724597","A-1724597",2,"2021-02-14 23:23:18","2021-02-15 00:44:14",43.05217,-76.125658,43.052665,-76.124022,0.089,"Incident on I-690 EB near TEALL AVE Road closed. Take alternate route.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2021-02-14 22:54:00",21,21,88,29.85,10,"CALM",0,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1732856","A-1732856",2,"2021-01-26 23:03:13","2021-01-27 01:20:52",43.14257,-76.118334,43.14583,-76.122164,0.297,"Crash on I-481 northbound just past Exit 9S; I-81 S (Cicero) 1 Left lane of 3 lanes closed",NA,"NY-481 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2021-01-26 22:54:00",27,20,89,29.32,3,"ENE",6,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1734417","A-1734417",2,"2021-02-22 10:35:52.000000000","2021-02-22 12:00:38.000000000",43.051746,-76.1406,43.055237,-76.161678,1.091,"Incident on I-690 WB near I-81 Road closed. Take alternate route.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2021-02-22 10:38:00",30,21,79,29.36,0.75,"S",10,0.01,"Light Snow","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1735792","A-1735792",2,"2020-10-28 20:34:00","2020-10-28 23:04:19",43.044264,-76.142564,43.042544,-76.142547,0.119,"Stationary traffic on I-81 from Harrison St/Exit 18 (I-81) to Adams St/Exit 18 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-10-28 20:54:00",44,44,82,29.51,10,"CALM",0,0,"Partly Cloudy","True","False","True","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"1737108","A-1737108",2,"2020-12-09 14:37:24","2020-12-09 16:46:59",43.076566,-76.214529,43.073256,-76.209689,0.335,"Crash on I-690 westbound before Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) left lane closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2020-12-09 14:54:00",36,27,79,29.2,10,"SW",14,0,"Light Rain","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1737498","A-1737498",4,"2020-12-30 16:09:05","2020-12-30 17:50:07",43.075575,-76.172125,43.077747,-76.176204,0.255,"Incident on NY-370 WB near PARK ST Road closed. Take alternate route.",2220," Park St","R","Syracuse","Onondaga","NY","13208-1036","US","US/Eastern","KSYR","2020-12-30 15:54:00",41,32,51,29.47,10,"S",17,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1740228","A-1740228",2,"2020-12-04 00:16:23","2020-12-04 01:47:30",43.051071,-76.147043,43.051445,-76.130301,0.846,"Slow traffic on I-690 E from Genesee St/West St/Exit 11-12 (I-690) to Teall Ave/Exit 14 (I-690) due to accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2020-12-04 00:54:00",42,38,40,29.51,10,"SW",7,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Night","Night","Night","Night"
"1742353","A-1742353",2,"2020-11-25 06:41:32.000000000","2020-11-25 08:25:07.000000000",43.054462,-76.158472,43.051491,-76.140931,0.909,"Incident on I-690 EB near I-81 Right lane blocked. Expect delays.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-11-25 06:54:00",41,38,57,29.71,10,"VAR",5,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"1743660","A-1743660",2,"2020-12-15 01:51:21","2020-12-15 04:01:11",43.037513,-76.142231,43.026369,-76.140315,0.776,"Crash on I-81 southbound Exit 18 - Adams Street; Harrison Street (Syracuse) to Castle Street (Syracuse) 2 Right lanes of 3 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-12-15 01:54:00",32,22,59,29.67,9,"WNW",14,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1746617","A-1746617",2,"2020-11-26 05:21:22","2020-11-26 07:28:06",43.056695,-76.108809,43.057484,-76.105042,0.198,"Crash on I-690 eastbound before Exit 15 - Midler Avenue (Syracuse) right lane closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2020-11-26 05:01:00",47,44,86,29.44,10,"E",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1746900","A-1746900",2,"2020-10-03 23:25:15","2020-10-04 00:49:39",43.087531,-76.230772,43.111811,-76.265082,2.41,"Crash on I-690 westbound before Exit 5 - State Fair Boulevard; Van Vleck Road; CR 80 (Geddes) left and center lanes closed",NA,"I-690 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2020-10-03 23:54:00",46,44,79,29.8,10,"E",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1748194","A-1748194",2,"2020-09-22 00:15:54","2020-09-22 02:01:44",43.055516,-76.233605,43.048876,-76.225835,0.604,"Incident on NY-5 EB near W GENESEE ST Right lane blocked. Expect delays.",NA,"NY-5 E","R","Syracuse","Onondaga","NY","13219","US","US/Eastern","KSYR","2020-09-22 00:54:00",45,43,76,29.9,10,"ESE",5,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1754698","A-1754698",2,"2020-12-11 01:43:08","2020-12-11 03:48:15",43.14081,-76.113163,43.14194,-76.111973,0.098,"Incident on I-81 NB near N SYRACUSE Road closed. Take alternate route.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2020-12-11 01:54:00",31,24,85,29.62,10,"E",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1755429","A-1755429",2,"2020-12-01 21:46:41.000000000","2020-12-02 00:17:11.000000000",43.055646,-76.16292,43.055265,-76.162977,0.026,"Crash on I-690 eastbound before Exit 11 and Exit 12 - West Street Arterial; West Genesee Street (Syracuse) left lane closed",116," Evans St","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-12-01 21:54:00",35,29,85,29.15,5,"SSW",8,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1755481","A-1755481",2,"2020-09-22 23:24:43.000000000","2020-09-23 01:18:39.000000000",43.061006,-76.156648,43.056579,-76.153662,0.341,"Stationary traffic on I-81 from Court St (I-81) to I-690 (I-81) due to accident.",101," Spencer St","L","Syracuse","Onondaga","NY","13204-1333","US","US/Eastern","KSYR","2020-09-22 22:54:00",51,51,77,29.53,10,"SW",3,0,"Fair","False","False","False","False","False","False","False","False","False","True","False","False","False","Night","Night","Night","Night"
"1757148","A-1757148",2,"2020-11-12 01:49:09.000000000","2020-11-12 03:53:00.000000000",43.034475,-76.064287,43.034273,-76.063375,0.048,"Crash on NY 5 westbound at I-481 (De Witt) left lane closed",4602," E Genesee St","R","Syracuse","Onondaga","NY","13214-2232","US","US/Eastern","KSYR","2020-11-12 01:54:00",46,42,68,29.61,10,"WNW",7,0,"Cloudy","True","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1758596","A-1758596",2,"2020-12-15 01:06:42","2020-12-15 02:23:40",43.046804,-76.142603,43.023704,-76.140273,1.6,"Slow traffic on I-81 S from I-690 (I-81) to Colvin St (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2020-12-15 00:54:00",32,20,64,29.64,9,"WNW",18,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1762325","A-1762325",2,"2020-09-15 21:43:30","2020-09-16 02:30:54",43.039809,-76.142345,43.013689,-76.138775,1.814,"Stationary traffic on I-81 from Colvin St (I-81) to State St/Exit 17 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-09-15 21:54:00",52,52,80,29.75,10,"ESE",5,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1764413","A-1764413",2,"2020-12-23 10:52:55","2020-12-23 12:36:50",43.006035,-76.134697,42.991228,-76.134607,1.023,"Crash on I-81 southbound Exit 16A - I-481 (Syracuse) 1 Right lane of 2 lanes closed",NA,"I-81 S","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2020-12-23 10:54:00",34,27,67,29.82,10,"E",9,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1764727","A-1764727",2,"2020-11-02 15:59:05","2020-11-02 17:20:31",43.054169,-76.240626,43.053006,-76.24365,0.173,"Incident on NY-5 WB near STATE RTE-695 Center lane blocked. Expect Delays.",NA,"NY-5 W","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2020-11-02 15:54:00",36,25,57,29.44,10,"W",21,0,"Cloudy / Windy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1766935","A-1766935",2,"2020-11-12 23:48:59","2020-11-13 01:31:59",43.059487,-76.18578,43.058102,-76.182128,0.208,"Crash on I-690 eastbound before Exit 8 - Hiawatha Boulevard (Syracuse) left and center lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-11-12 23:54:00",32,32,85,29.66,10,"CALM",0,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1767955","A-1767955",2,"2020-12-16 22:09:04","2020-12-17 01:33:40",43.065086,-76.16097,43.058976,-76.15468,0.528,"Stationary traffic on I-81 S from NY-298/Bear St (I-81) to Spencer St (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-12-16 21:54:00",19,6,81,29.66,1,"ENE",13,0.01,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1768252","A-1768252",2,"2020-10-10 20:21:13","2020-10-10 23:07:13",43.053907,-76.240278,43.060217,-76.235848,0.49,"Crash on NY 695 northbound between Horan Road (Camillus) and I-690 East; State Fair Boulevard Exit (Geddes) left lane closed",NA,"NY-5 E","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2020-10-10 19:54:00",68,68,76,29.39,10,"WNW",21,0,"Cloudy / Windy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1768627","A-1768627",2,"2020-09-12 10:07:52","2020-09-12 13:30:14",43.038822,-76.142045,43.042702,-76.142265,0.268,"Crash on I-81 southbound just past Exit 18 - Adams Street; Harrison Street (Syracuse) left lane closed",NA,"I-81 N","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-09-12 09:54:00",60,60,67,29.84,10,"E",9,0,"Mostly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1771384","A-1771384",2,"2020-09-18 01:17:43","2020-09-18 04:00:01",43.069534,-76.168266,43.069378,-76.16842,0.013,"Crash on 936F; I-81 SB Service Road NY 298-Hiawatha southbound before Hiawatha Boulevard West (Syracuse) right lane closed",NA,"Hiawatha Blvd W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-09-18 00:54:00",52,52,86,29.63,10,"CALM",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1772080","A-1772080",2,"2020-12-06 13:55:31","2020-12-06 17:17:48",43.055853,-76.170428,43.056242,-76.170416,0.027,"Crash on I-690 westbound just past Exit 10 - Geddes Street (Syracuse) right lane closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-12-06 13:54:00",31,22,69,29.44,10,"WNW",10,0,"Light Snow","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1772533","A-1772533",2,"2020-11-12 01:51:38","2020-11-12 03:53:00",43.034353,-76.06327,43.034414,-76.06356,0.015,"Incident on NY-5 WB near I-481 Left lane blocked.",NA,"E Genesee St","R","Syracuse","Onondaga","NY","13214","US","US/Eastern","KSYR","2020-11-12 01:54:00",46,42,68,29.61,10,"WNW",7,0,"Cloudy","False","False","False","False","False","False","False","False","True","False","False","False","False","Night","Night","Night","Night"
"1773974","A-1773974",2,"2020-11-06 02:32:00","2020-11-06 04:34:00",43.002859,-76.134921,42.979929,-76.131701,1.593,"Incident on I-81 SB near I-481 Drive with caution.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13205","US","US/Eastern","KSYR","2020-11-06 02:54:00",61,61,44,29.71,10,"S",6,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1774048","A-1774048",2,"2020-12-19 06:20:05","2020-12-19 08:00:04",43.055387,-76.162783,43.055432,-76.16313,0.018,"Incident on I-690 WB near WEST ST Road closed. Take alternate route.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-12-19 05:54:00",7,7,80,29.93,10,"NE",3,0,"Partly Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Day"
"1776397","A-1776397",3,"2020-08-03 16:27:14","2020-08-03 17:12:14",43.04435,-76.15225,43.04435,-76.15225,0,"At S Salina St - Accident.",2," W Onondaga St","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2020-08-03 16:54:00",82,82,51,29.55,10,"E",7,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","True","False","Day","Day","Day","Day"
"1781059","A-1781059",2,"2020-10-18 00:04:34","2020-10-18 02:15:40",43.056695,-76.108809,43.059464,-76.091753,0.882,"Crash on I-690 eastbound just past Exit 15 - Midler Avenue (Syracuse) left and center lanes closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2020-10-18 00:54:00",39,36,76,29.89,10,"E",5,0,"Fair","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1783402","A-1783402",2,"2020-10-31 00:59:45","2020-10-31 03:33:31",43.051661,-76.12758,43.05217,-76.125658,0.103,"Crash on I-690 westbound before Exit 14 - Teall Avenue (Syracuse) right lane closed",2," N Beech St","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-10-31 00:54:00",33,33,78,29.88,10,"E",3,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1785072","A-1785072",2,"2020-12-06 03:36:55","2020-12-06 08:36:54",43.113115,-76.14283,43.113335,-76.142317,0.03,"Incident on I-81 NB near SYRACUSE AIRPORT Road closed. Take alternate route.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2020-12-06 03:45:00",29,20,75,29.47,10,"WNW",10,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1796051","A-1796051",2,"2020-12-11 01:43:08","2020-12-11 03:06:16",43.14081,-76.113163,43.14194,-76.111973,0.098,"Incident on I-81 NB near N SYRACUSE Road closed. Take alternate route.",NA,"I-81 N","R","Syracuse","Onondaga","NY","13212","US","US/Eastern","KSYR","2020-12-11 01:54:00",31,24,85,29.62,10,"E",7,0,"Partly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1801015","A-1801015",2,"2020-11-25 06:41:32","2020-11-25 08:46:13",43.054078,-76.15434,43.051288,-76.14888,0.336,"Incident on I-690 EB near I-81 Right lane blocked. Expect delays.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13202","US","US/Eastern","KSYR","2020-11-25 06:54:00",41,38,57,29.71,10,"VAR",5,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Day","Day","Day"
"1801725","A-1801725",2,"2020-11-12 23:41:02","2020-11-13 00:59:42",43.062609,-76.191637,43.059487,-76.18578,0.366,"Slow traffic on I-690 E from Exit 7 (I-690) to Hiawatha Blvd/Exit 8 (I-690) due to accident.",NA,"I-690 E","R","Syracuse","Onondaga","NY","13204","US","US/Eastern","KSYR","2020-11-12 23:54:00",32,32,85,29.66,10,"CALM",0,0,"Fair","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1815506","A-1815506",2,"2020-12-18 01:03:30","2020-12-18 02:43:00",43.116536,-76.2961,43.130988,-76.322719,1.673,"Stationary traffic on NY-690 N from I-90/Exit 1 (NY-690) to Van Buren Rd (NY-690) due to accident.",NA,"NY-690 N","R","Syracuse","Onondaga","NY","13209","US","US/Eastern","KSYR","2020-12-18 00:54:00",22,16,78,29.75,10,"W",5,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1816928","A-1816928",2,"2020-09-15 21:43:30","2020-09-16 01:13:30",43.039809,-76.142345,43.013689,-76.138775,1.814,"Stationary traffic on I-81 from Adams St/Exit 18 (I-81) to State St/Exit 17 (I-81) due to accident.",NA,"I-81 S","R","Syracuse","Onondaga","NY","13210","US","US/Eastern","KSYR","2020-09-15 21:54:00",52,52,80,29.75,10,"ESE",5,0,"Mostly Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1822831","A-1822831",2,"2020-11-30 18:55:50","2020-11-30 21:33:24",43.051491,-76.140931,43.053298,-76.121868,0.971,"Crash on I-690 eastbound before Exit 14 - Teall Avenue (Syracuse) center lane open",NA,"I-690 E","R","Syracuse","Onondaga","NY","13203","US","US/Eastern","KSYR","2020-11-30 18:54:00",48,45,89,28.88,10,"W",6,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
"1825694","A-1825694",2,"2020-12-21 14:50:30","2020-12-21 15:36:00",43.057605,-76.105168,43.053427,-76.121879,0.892,"Stationary traffic on I-690 W from NY-635/Thompson Rd/Exit 16N-16S-17 (I-690) to Teall Ave/Exit 14 (I-690) due to accident.",NA,"I-690 W","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2020-12-21 14:54:00",41,35,60,29.24,10,"SW",10,0,"Cloudy","False","False","False","False","False","False","False","False","False","False","False","False","False","Day","Day","Day","Day"
"1827676","A-1827676",2,"2020-11-26 05:21:22","2020-11-26 07:23:43",43.056695,-76.108809,43.057484,-76.105042,0.198,"Crash on I-690 eastbound before Exit 15 - Midler Avenue (Syracuse) right lane closed",NA,"I-690 E","R","Syracuse","Onondaga","NY","13206","US","US/Eastern","KSYR","2020-11-26 05:01:00",47,44,86,29.44,10,"E",7,0,"Cloudy","False","False","False","False","True","False","False","False","False","False","False","False","False","Night","Night","Night","Night"
